,0
0,-7.843120387401911
1,-2.953492034604462
2,5.559901792799008
3,5.07848388430256
4,6.483979960158593
5,9.540792849443765
6,4.267261229016576
7,0.7386981396476271
8,-5.314626073011345
9,-5.416605868001883
10,-0.4190408209204961
11,-2.2184213684760294
12,-5.070458209528184
13,-3.0917239779319923
14,-12.867570363440521
15,-10.10975936372685
16,-1.5760447518396
17,-13.90486045062533
18,0.9769951910177213
19,1.63720097030592
20,6.75643788219382
21,0.5078792421284637
22,6.649386768218636
23,6.65164686254675
24,9.947339323007046
25,11.702997500466997
26,1.9468801232482749
27,8.049099859673083
28,11.96324705615283
29,3.804305261169789
30,6.653699255176271
31,-4.436875151176396
32,-7.466518150978571
33,-0.4686478557055578
34,0.4689719094677821
35,7.755444851418058
36,-8.162864974498365
37,-5.777395421098976
38,0.44679174949024825
39,-2.3739793649164547
40,0.48247675225628806
41,4.890722420287677
42,3.611793884717494
43,0.24975722270706413
44,-7.106614549113103
45,-3.2253189716391075
46,-2.916061268676212
47,-5.389145283563318
48,-2.9238316539458995
49,-5.1470920633353865
50,-10.228670389738257
51,-13.362487342586135
52,-10.436298709801115
53,-6.635137644033865
54,-8.305875276883397
55,-6.857486556473803
56,-6.6701268533131
57,-5.869016313278334
58,-7.19081710768552
59,-3.812541540963365
60,1.5154953143748386
61,6.993332457960953
62,11.844205079581727
63,5.53956849608328
64,11.038011416504183
65,16.33787197712267
66,11.78295388893514
67,12.854847151813608
68,5.5264268668504535
69,0.3178233213946031
70,2.226449649637022
71,3.3766811712970606
72,-6.270592595125645
73,1.4122933968881548
74,5.554902101561316
75,5.687557831485529
76,11.10141426287671
77,11.39581779983855
78,13.406443590563745
79,5.23988001473465
80,7.88559151844469
81,1.0689037610340542
82,0.45768734414855494
83,2.80277708400821
84,-2.823872301128807
85,-3.507558003058099
86,1.3408737162364002
87,2.74933527505019
88,0.2484180515922254
89,-0.547895159849431
90,3.790218366623071
91,-2.5465733151125427
92,-5.125298659573476
93,1.6394265214307717
94,-7.697683934559315
95,-11.575969222048823
96,-10.46737806299873
97,-14.462928502135698
98,-17.864015354974963
99,-17.59796440727402
100,-8.938082590569767
101,-5.830190142657835
102,-4.1332674686771
103,-14.288957947498954
104,-11.64313571989999
105,-7.77147917368662
106,-7.673491069044758
107,-12.094032512674733
108,-14.331791800425322
109,-7.590550661109807
110,-2.694064930487963
111,-4.448268539575477
112,5.829428655858678
113,8.666685361574874
114,3.550673843453797
115,9.36150363907706
116,6.932065623937657
117,10.700699992433655
118,11.502894818167803
119,10.611275157516003
120,7.9977361545111165
121,9.35063704009729
122,5.02854076969421
123,0.6728881860550215
124,7.838731718917317
125,7.036632808542045
126,5.789438623335999
127,7.248640812906563
128,10.990282249301877
129,4.673259965949061
130,9.939574582829238
131,10.397282087279818
132,9.851930537623144
133,12.426578214595978
134,8.607011702823353
135,3.909317292026235
136,0.2670048622276626
137,-0.5528268040271684
138,-5.058397084910554
139,2.4950796298274387
140,3.7527593916379773
141,0.0018527005698207866
142,3.0361168936576313
143,3.1138368543705024
144,-0.3649352590886443
145,-0.7126441522521909
146,-7.9800119068261495
147,-7.696430208374874
148,-11.433688122200042
149,-8.694547657735244
150,-0.0020341522732447714
151,-13.344369646217205
152,-4.75419326030595
153,1.4141334209382785
154,-7.7667075323546655
155,-8.49370981058314
156,-8.104624051802217
157,-6.194531908216603
158,-10.054959979470386
159,-16.49192141271987
160,-6.084946444086748
161,-1.4647980112905412
162,-0.34704935881618537
163,4.062107928354151
164,1.7963485708136606
165,-7.7018937323948515
166,-2.3136229548877942
167,-6.17748668223698
168,-2.9180643956942074
169,0.6240956427465019
170,1.5210318140515067
171,1.742034376193169
172,4.458889798056103
173,8.079907052027922
174,8.912223531467593
175,7.78569182859479
176,5.249808435487092
177,3.8938941032957524
178,3.7743926407239483
179,2.7557360869845806
180,4.994666281894689
181,-0.07859570118046699
182,4.364228169908462
183,7.196616795348811
184,-2.781341267265433
185,4.694151545879636
186,1.632783658742739
187,-4.766665755250418
188,-12.19206309838939
189,-14.524233749461843
190,-13.3504638982769
191,-10.305035997504884
192,-10.537844025186681
193,-4.401012638702585
194,2.0236807250243003
195,2.8471110805833724
196,-3.1530778814994895
197,-1.7751563337580754
198,-1.9340327757760867
199,1.387793042393431
200,2.674352927972046
201,0.7061358247799272
202,12.116558387725345
203,14.975368689691575
204,13.225676261020837
205,10.126249025196826
206,7.434388917706185
207,4.521497335030887
208,1.1118294932067325
209,-0.016114357274339408
210,7.945346774472133
211,6.652961265913606
212,14.073158851263969
213,10.041383234544565
214,-0.6461121715770721
215,1.7485780993782418
216,-1.9037913071969417
217,-2.7438967824556775
218,-7.331711826637654
219,-0.4422385663148629
220,0.49764023551203007
221,8.566581385797669
222,9.114620410537748
223,12.741273121473734
224,3.981074792238962
225,8.280750275570373
226,4.34374545323849
227,0.21180029228739805
228,-5.904358774193566
229,-13.456987501799688
230,-10.117153725083192
231,-12.843410292940181
232,-13.262885041469673
233,-7.289989794530699
234,-9.003595163209194
235,-6.802178045545117
236,-7.760063274753202
237,-13.891944848679117
238,-18.461320133956917
239,-10.596342098938491
240,-7.680498164235265
241,-7.132320462204401
242,-10.380350331254487
243,-2.2066286779826934
244,-3.2023572101882354
245,-0.8145555165739824
246,3.110667012886239
247,3.3012259422452455
248,12.629402793183282
249,10.200793227975275
250,5.503783808992735
251,7.426227306749821
252,1.6486973996546324
253,6.133723705139769
254,3.137302065950279
255,2.6443697016628835
256,-7.131524260358556
257,-5.230490200341851
258,-2.3240622367316757
259,-3.0813128836472528
260,1.2519322832892956
261,-4.210748079430342
262,-5.169321573280761
263,1.2024285991918697
264,0.09154112391280389
265,9.94261696898448
266,9.45227353368106
267,9.771529861381484
268,13.050834452391504
269,11.21461015220858
270,11.488770783738875
271,3.5364609326768974
272,4.7703999652447395
273,8.292773463965274
274,6.526705730080955
275,4.76590019132664
276,1.7899357603318533
277,-1.2320146160395948
278,-7.286825396331489
279,-7.384921042712895
280,-6.861763912947393
281,-12.19935787591995
282,-3.078508288753115
283,-9.909099840851981
284,-7.412864846600481
285,-1.4743487318594437
286,-0.33520620033462634
287,2.9949835625373957
288,4.841463887308141
289,1.6136777131067341
290,4.9149681592192165
291,1.958411323793095
292,1.27770932179649
293,-0.7319266841380565
294,-4.618387609471142
295,-1.5907279881246383
296,-3.656150532251593
297,-4.3526388368904865
298,-3.913294405954136
299,-6.047772799438963
300,-3.160804245133774
301,-4.3187879624946515
302,-1.417348530949793
303,6.8229009718567655
304,-13.70885593742189
305,-8.081655346101437
306,-3.514931748083203
307,-2.897153701124835
308,4.422253857934459
309,8.247217662912497
310,15.954359728062846
311,13.543885868119315
312,8.742821514439779
313,4.232383353116189
314,5.352167265132394
315,10.146491449356846
316,5.535657119526627
317,-4.776421621215264
318,-2.1348221570396815
319,-3.2150021891150242
320,-3.3346982237978886
321,-10.340558538900815
322,-6.9975773159324275
323,-11.928849945575049
324,-7.612228526614959
325,-17.579993936264604
326,-4.604845485654148
327,4.286048304091645
328,4.716914504456321
329,3.009123652679312
330,9.548692151012474
331,10.291840073891478
332,13.680789445221631
333,15.654377865391883
334,16.965808880162832
335,13.663816315895494
336,11.818427958367067
337,7.730882874953238
338,0.07807558656283753
339,-5.024065183473507
340,-7.551402160268543
341,-9.283523197417118
342,-3.8091537657772783
343,-4.39521268890894
344,-16.985900719303107
345,-13.949759093747401
346,-19.49317971402798
347,-16.064851357530358
348,-12.307051733997783
349,-9.983849069940595
350,-5.896726316118249
351,-1.9858414306817203
352,4.3853385670785565
353,9.118854393737388
354,7.469727398703718
355,12.501232528811713
356,12.397205716645058
357,6.177203690205015
358,-0.5371235449991474
359,-3.163434247005925
360,-0.06574615009186802
361,2.3178746832708055
362,-14.65103265273172
363,-0.6965480907309356
364,0.6315894145008536
365,1.544733861145907
366,1.3816455327898407
367,-2.803114899427977
368,-0.6797345962624863
369,0.17270423383820566
370,-4.403453755613376
371,-5.025323286189157
372,-2.445029429785833
373,4.332944621276518
374,4.610749055335383
375,4.4883212834608415
376,4.39734653229549
377,6.866840914421708
378,5.54858440829764
379,-4.853425930806596
380,-5.871653862472219
381,-4.308678543864388
382,-1.9981844452188668
383,0.1333166252139666
384,-5.188868630778385
385,-6.7660044668909105
386,-5.56038743114382
387,2.379651360103546
388,2.730195602672384
389,4.919468482126426
390,2.780622892668765
391,-6.542992890867758
392,-6.02827490339589
393,0.596114188439727
394,3.3253075775058196
395,4.291545098848658
396,6.444581516315958
397,8.138789050234156
398,11.578888945355565
399,14.349638094183206
400,15.514276509363539
401,7.568719768994702
402,11.740963027003653
403,2.5480677469719257
404,-0.20260474529965267
405,1.9600048899608002
406,0.08695545849690323
407,0.3538393299191829
408,-7.787772030498476
409,-7.287796965756858
410,0.17053672044006163
411,3.260944787962157
412,-0.20883547250190826
413,-2.5699608328543637
414,-2.5645231023556243
415,2.1901211442922164
416,3.5715865972022978
417,5.300752566226577
418,3.950271337927129
419,1.4694846977276175
420,2.7615507847810092
421,1.0669859159506914
422,0.21102283642566766
423,-1.2912716124678254
424,-11.678856847931371
425,-10.41204019388638
426,-17.05435219624689
427,-18.57398430442276
428,-11.786432413301252
429,-12.026196734243229
430,-6.670586713008824
431,-3.315870454996632
432,-6.177460425834011
433,-5.540915703548897
434,-7.474652774516738
435,-9.062648516608945
436,-9.415680799703132
437,-1.8384833493067152
438,7.273940012422663
439,-0.02819531213132631
440,7.594970756404212
441,9.630749394848577
442,10.412979727107064
443,13.272468413838784
444,8.897745114160902
445,10.101511186950319
446,7.381871279078918
447,-1.6260859051327463
448,3.0563925593653045
449,-0.7124211412559558
450,-0.2115191575086255
451,-1.7347988586811915
452,3.263171147198537
453,-0.49346990775348465
454,-2.6695434162815115
455,-5.833281579498785
456,-4.330470605376739
457,-10.350698719539038
458,-5.104274067301257
459,-1.0703418689868318
460,4.8965279940176165
461,10.78755424528583
462,10.280032384403079
463,11.411084210362649
464,11.769247006353392
465,10.469174197680857
466,4.842373762548874
467,-1.404623641897218
468,4.931350513458996
469,5.525651081878031
470,3.7957106138757952
471,-6.780920014832098
472,-6.083304440828411
473,-11.239995883420349
474,-16.800608146249516
475,-13.283193491388426
476,-15.145178237281257
477,-11.482254817039975
478,-9.375540768146186
479,-8.81968610590774
480,-7.767712950214582
481,-7.088672670239829
482,-3.728137559588382
483,-7.5892175268890405
484,-6.5642998624289115
485,0.9249402529687476
486,-5.598695125890154
487,-2.742589648718625
488,3.3590113166308546
489,-2.191950227276727
490,15.583720616330911
491,17.063559443212828
492,17.473268123955563
493,16.446428908959717
494,19.43787193644509
495,21.714455768583925
496,17.83962972109635
497,17.499023662966824
498,13.5344602912832
499,7.0896905020658645
500,5.985565039609322
501,1.8550267055285712
502,-0.2752076638916785
503,1.8082317214492665
504,-4.6273127341169955
505,-6.2067420970939935
506,-11.6824209550259
507,-5.110017323095585
508,-4.8303253087013776
509,3.4046347385963562
510,2.8874205596184197
511,1.424883500800111
512,-3.0205032469117636
513,-8.121829125724888
514,-4.663458232552247
515,-7.908542599085894
516,-14.581603276509092
517,-11.5163472646332
518,-7.7865875446105175
519,-3.1132477166669865
520,-3.263337094511154
521,2.9595821465593337
522,5.7882433029706455
523,6.5579794894159775
524,5.5848131031956525
525,4.176332853567878
526,2.3035980824217672
527,-1.3002360343242776
528,4.8745134285490845
529,1.7977886628671056
530,-2.566012096713931
531,-3.9961010942246884
532,-3.5809909432542586
533,-5.385826723793976
534,-4.068895582301142
535,0.8036663096520056
536,1.3798178487036208
537,3.043012190601438
538,-15.27080231886925
539,-11.033420312471124
540,-11.457160603376458
541,-12.089400949655003
542,-13.101383605359459
543,-11.252024310516843
544,-12.046990926850144
545,-3.41382509246293
546,0.21088191589525263
547,4.505189509849822
548,4.2290457969141775
549,2.806516762522371
550,3.244818306153044
551,4.671637134662683
552,6.38438714369299
553,6.134196449155751
554,8.314078116211286
555,-1.9864925460142255
556,4.273603890358427
557,5.2098900226116935
558,-1.9384472114061158
559,0.030831652400933773
560,3.9647974495009075
561,-9.20254062845596
562,-0.8381678089061859
563,0.906144284429028
564,-0.3319266556549607
565,2.7772526383790836
566,7.743666071560642
567,10.96620113082091
568,14.311089761696683
569,0.17870492099413138
570,1.0695402865722337
571,-3.244265483701053
572,3.0167987349900494
573,-7.7421671488685755
574,-4.999343705268545
575,-6.269740016822515
576,-6.669223361860374
577,-4.247706204072703
578,-3.26547114430649
579,-0.3341594119451434
580,-1.173035095955738
581,4.702290847800907
582,2.505118917091582
583,-2.483734276671578
584,1.7495721040989793
585,6.135018136878582
586,7.19158738986381
587,9.197646199067862
588,3.6702774111005994
589,12.939928997217335
590,11.03920171489829
591,12.685343573749178
592,9.344198353715983
593,11.311599001886895
594,9.903052402519206
595,6.263919088499181
596,-2.2646433390884537
597,-1.5444522082987424
598,-4.904683447890179
599,-11.304702692896075
600,-6.679300054826648
601,-5.974543126589084
602,-3.951340940133252
603,0.3548270948700778
604,9.490620864324331
605,-7.817878247698267
606,-5.57483397102325
607,-4.9159222334569295
608,-9.518549535703215
609,-3.1379787097519136
610,3.4954030566954684
611,1.956273900170789
612,7.175943484023098
613,1.170580303949606
614,2.7534405247787244
615,2.7622739798431404
616,-5.816758620107685
617,1.4222086098218694
618,-3.999238246873763
619,-6.980147835085053
620,1.5556885247023482
621,-10.69330110263928
622,-0.9599896827106946
623,-1.8121032510594612
624,-0.9394177249550533
625,-0.9682097084939457
626,-3.099118266546235
627,2.6983190258599983
628,3.414240118088429
629,3.3295097394505295
630,7.991945127008654
631,6.426707851710168
632,4.785949969266827
633,2.30871124162144
634,2.425862144655608
635,3.776518093674605
636,-5.0261100835290335
637,-7.7291386831073545
638,-5.900634555013285
639,-3.555658676234245
640,-4.120782169314052
641,-8.060913263270875
642,-6.693580741197158
643,-7.854277979995366
644,-8.551817381148147
645,-3.271660794963071
646,-0.4673749534409639
647,-2.2852126203366434
648,-4.6379715302394295
649,-3.9328481256045524
650,-2.0056432009627576
651,-4.430692894786169
652,-2.9833120014937298
653,-0.3901885105675076
654,-7.827167522471852
655,-2.8134222990586495
656,-7.353017639788762
657,-10.397553572138786
658,-7.689340186157184
659,-7.415613510068269
660,-9.341404769225413
661,-5.538206243669716
662,-3.4736347244578525
663,-2.5778019255532714
664,-6.102022772415825
665,-0.3341021504527997
666,2.39552793117753
667,-1.6106156834935121
668,0.2529464835932007
669,7.556328637150772
670,11.65250294021143
671,13.6257886803714
672,7.565146395464849
673,12.149628700353283
674,9.179918737484568
675,10.768903833311393
676,10.816228010589356
677,15.69689544685522
678,16.23191091416161
679,15.212390948656143
680,10.748427759661356
681,4.305247521282711
682,5.044931495603623
683,1.5396850440173755
684,-0.2861437514650347
685,8.180254009266424
686,7.3006408435773045
687,9.005397756649401
688,7.027691965420768
689,0.27481271557458564
690,-0.08801923430698033
691,-7.552916621381434
692,-9.35339935568318
693,-8.445928747261423
694,-7.28989201456719
695,-3.293609702873418
696,2.608335824542486
697,2.238984401491941
698,3.6567775872919093
699,3.5311785398411444
700,3.5919223824153264
701,5.931530617225029
702,4.1599710918730395
703,6.552382073050765
704,3.7035935631292007
705,2.075311809069209
706,-1.1655065991682863
707,-3.2538756875309116
708,-1.9785857139651315
709,-2.860345024458666
710,-1.1541389851930501
711,-1.6790355307543723
712,-4.493041261230826
713,-9.700426613091414
714,-4.92072270635379
715,-12.349818272835172
716,-6.786052613290485
717,-5.613391896210381
718,-5.667842559018123
719,-5.32300290999369
720,-3.8260925049846
721,-5.557351834503407
722,-1.3629004722508518
723,-3.586163599848236
724,-9.204934446099111
725,-5.6238791772267795
726,-6.599830111141652
727,-2.846795542267371
728,-2.814669120143097
729,-1.658273521653772
730,0.7704350405976002
731,-2.345465680835474
732,-7.783147439960411
733,-9.633402870438706
734,-4.953625168831301
735,1.277954932566661
736,2.407183992132055
737,4.317188973143131
738,12.441307838595037
739,4.919636281593549
740,5.80930548438994
741,1.7084784290147723
742,7.145446727087158
743,4.130646560357913
744,3.5513221316257684
745,6.032825139607999
746,-0.9885969024867649
747,1.3701889009879595
748,-0.2476977519388992
749,-0.9430553879333254
750,-4.277069251871992
751,4.261576163256941
752,6.401508584569885
753,5.853220609414438
754,3.1143497298534397
755,0.6625615728196408
756,-7.194902287531461
757,-5.6244321814922555
758,-2.265273077207019
759,0.27757346856581666
760,-0.22628882037672576
761,-3.2081474641568075
